Protein.Group,Protein.Ids,Protein.Names,Genes,Peptides,First.Protein.Description,NanogAbk_1,NanogAbk_2,NanogAbk_3,NanogBock_1,NanogBock_2,NanogBock_3,TBPAbk_1,TBPAbk_2,TBPAbk_3,TBPBock_1,TBPBock_2,TBPBock_3
O95782;O95782-2,O95782-2;O95782,AP2A1-2_HUMAN;AP2A1_HUMAN,AP2A1,10,AP-2 complex subunit alpha-1,98882,92885.6,111704,131295,,,,,,96152.7,,48540.9
Q13885,Q13885,TBB2A_HUMAN,TUBB2A,1,Tubulin beta-2A chain,127298,157062,155312,,,,106792,32060.8,,,,
Q9BQC6,Q9BQC6,RT63_HUMAN,MRPL57,1,"Ribosomal protein 63, mitochondrial",120320,139690,135713,,,,84937,97444.3,,,,
Q96JJ3;Q96JJ3-3,H0YCM7;Q5JVZ5;Q5JVZ8;Q96JJ3-3;Q96JJ3,ELMO2-3_HUMAN;ELMO2_HUMAN,ELMO2,1,Engulfment and cell motility protein 2,56693.9,50249.9,71756.2,78581.2,,,54460.4,148792,54245.9,,62949.5,
A0A2R8YEB8,A0A2R8YEB8,A0A2R8YEB8_HUMAN,SMARCE1,1,"Isoform of Q969G3, SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (Fragment)",169946,123910,155860,,,,56308.2,70813.9,,,,
P36776;P36776-2;P36776-3,K7EJE8;K7EKE6;P36776-2;P36776-3;P36776,LONM-2_HUMAN;LONM-3_HUMAN;LONM_HUMAN,LONP1,7,"Lon protease homolog, mitochondrial",157702,144164,154792,,64433,,55744,,,,,
Q14008;Q14008-2;Q14008-3,Q14008-2;Q14008-3;Q14008,CKAP5-2_HUMAN;CKAP5-3_HUMAN;CKAP5_HUMAN,CKAP5,6,Cytoskeleton-associated protein 5,79721.6,78406.5,126185,87774,,,26600.3,32452.3,79425.7,,,63657.5
P11498,A0A494C016;A0A494C0T2;A0A494C101;E9PRE7;P11498-2;P11498,PYC_HUMAN,PC,5,"Pyruvate carboxylase, mitochondrial",119196,93214.7,130447,,96001,,74362.5,60405.3,,,,
Q96CU9;Q96CU9-3,Q96CU9-3;Q96CU9,FXRD1-3_HUMAN;FXRD1_HUMAN,FOXRED1,2,FAD-dependent oxidoreductase domain-containing protein 1,231913,112932,121545,,,,107069,,,,,
P13073,P13073,COX41_HUMAN,COX4I1,1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",136234,127189,137765,87782.3,,,83645.7,,,,,
P56545;P56545-2;P56545-3,P56545-2;P56545-3;Q5SQP8;P56545,CTBP2-2_HUMAN;CTBP2-3_HUMAN;CTBP2_HUMAN,CTBP2,6,C-terminal-binding protein 2,96180.3,99701.2,113728,,,,85289.8,89492.6,,,85622,
O14556,O14556,G3PT_HUMAN,GAPDHS,1,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",,,,,567489,,,,,,,
Q9NY59;Q9NY59-2,H3BS51;Q9NY59-2;Q9NY59,NSMA2-2_HUMAN;NSMA2_HUMAN,SMPD3,2,Sphingomyelin phosphodiesterase 3,39725.2,,,218277,57227.6,,,,,,175841,75787
Q96RP9;Q96RP9-2,C9IZ01;F8WAU4;Q96RP9-2;Q96RP9,EFGM-2_HUMAN;EFGM_HUMAN,GFM1,11,"Elongation factor G, mitochondrial",163508,119133,161131,,,,73469.4,48399.7,,,,
Q969U7;Q969U7-2,K7ENR6;Q969U7-2;V9GZ55;Q969U7,PSMG2-2_HUMAN;PSMG2_HUMAN,PSMG2,3,Proteasome assembly chaperone 2,123208,112841,106032,,,,54079.1,104955,63294.1,,,
P37802;P37802-2,P37802-2;X6RJP6;P37802,TAGL2-2_HUMAN;TAGL2_HUMAN,TAGLN2,2,Transgelin-2,78213.6,,242838,156095,,,,,,,,86565
P30049,P30049,ATPD_HUMAN,ATP5F1D,1,"ATP synthase subunit delta, mitochondrial",149842,126409,138865,,,,57454,,,,,89652
Q15758;Q15758-2;Q15758-3,M0QX44;M0QXM4;M0R144;Q15758-2;Q15758-3;Q15758,AAAT-2_HUMAN;AAAT-3_HUMAN;AAAT_HUMAN,SLC1A5,2,Neutral amino acid transporter B(0),74472.8,75918.6,71043.9,66293.2,51717.8,,,,57240.4,97312,67279.9,
Q9HB09;Q9HB09-3,A0A087WSV0;I6LJZ7;I6LJZ9;M0QZM6;Q9HB09-3;Q9HB09,B2L12-3_HUMAN;B2L12_HUMAN,BCL2L12,1,Bcl-2-like protein 12,,,560123,,,,,,,,,
O00268,A0A0G2JRY5;V9GY14;O00268,TAF4_HUMAN,TAF4,8,Transcription initiation factor TFIID subunit 4,94817.7,95409.9,124220,,,,95174,81005.9,69004.3,,,
Q6NZY4;Q6NZY4-2,F5GX80;F5H6J5;Q6NZY4-2;Q6NZY4,ZCHC8-2_HUMAN;ZCHC8_HUMAN,ZCCHC8,5,Zinc finger CCHC domain-containing protein 8,89239.7,102295,88820.4,82176.9,,,,,,,79641.5,116828
Q86WX3,Q86WX3,AROS_HUMAN,RPS19BP1,3,Active regulator of SIRT1,136497,109096,147438,52505.2,,,62951.3,46510.1,,,,
P46940,A0A0J9YXZ5;P46940,IQGA1_HUMAN,IQGAP1,1,Ras GTPase-activating-like protein IQGAP1,63778.9,67839.4,50763,,,,55457.4,,,,,316767
Q9Y223;Q9Y223-2;Q9Y223-3,Q9Y223-2;Q9Y223-3;Q9Y223-4;Q9Y223,GLCNE-2_HUMAN;GLCNE-3_HUMAN;GLCNE_HUMAN,GNE,3,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,65435.6,86856.6,108781,,,,93884.1,,,,,198545
P29762,B5MCB5;P29762,RABP1_HUMAN,CRABP1,3,Cellular retinoic acid-binding protein 1,84824.6,94227.7,124521,,,,23899.6,,,,,225304
P53680;P53680-2,M0QYZ2;M0R0N4;P53680-2;X6R390;P53680,AP2S1-2_HUMAN;AP2S1_HUMAN,AP2S1,1,AP-2 complex subunit sigma,154342,125944,177887,,,,,,,,,94558
P63172,P63172,DYLT1_HUMAN,DYNLT1,1,Dynein light chain Tctex-type 1,126391,135081,128786,,,,84033.1,,,,,78191.8
P45974;P45974-2,P45974-2;P45974,UBP5-2_HUMAN;UBP5_HUMAN,USP5,1,Ubiquitin carboxyl-terminal hydrolase 5,74512.3,93924.3,80181.5,89218.8,,,127415,,,,,86849.8
Q9BQ50;Q9BQ50-2,Q9BQ50-2;Q9BQ50,TREX2-2_HUMAN;TREX2_HUMAN,TREX2,2,Three prime repair exonuclease 2,104481,,,262431,,,23610.4,,,,71725.2,87996.4
Q96DV4,Q96DV4,RM38_HUMAN,MRPL38,1,"39S ribosomal protein L38, mitochondrial",153155,159899,148964,,,,,,,,,87132.3
P23142-4,B1AHL2;P23142-2;P23142-3;P23142-4;P23142,FBLN1-4_HUMAN,FBLN1,4,"Isoform of P23142, Isoform C of Fibulin-1",118008,70038.3,108587,,,,122639,129706,,,,
Q6P6C2;Q6P6C2-1;Q6P6C2-3,Q6P6C2-1;Q6P6C2-3;Q6P6C2,ALKB5-1_HUMAN;ALKB5-3_HUMAN;ALKB5_HUMAN,ALKBH5,1,RNA demethylase ALKBH5,54214.1,83573.4,74444,84294.3,,,119526,,,,,132540
Q96FN9,Q96FN9,DTD2_HUMAN,DTD2,1,D-aminoacyl-tRNA deacylase 2,118548,114445,116303,,,,97106,101450,,,,
O95865,O95865,DDAH2_HUMAN,DDAH2,2,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",51521,21602.9,52914.1,226780,73446.5,,,,,,120273,
O95639,B7Z7B0;C9JEV9;H7C419;O95639-2;O95639-3;O95639,CPSF4_HUMAN,CPSF4,7,Cleavage and polyadenylation specificity factor subunit 4,96480.2,98869.2,102655,,,,78774.3,,,,84503,85228.8
P56556,A0A0C4DGS0;A0A2Y9D025;R4GN43;P56556,NDUA6_HUMAN,NDUFA6,2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,106598,103699,110361,,,,152111,,,,,73324.6
Q9H936,A0A0A6YYN8;A0A0D9SEI9;A0A0D9SFA8;A0A0D9SFE1;A0A0D9SG84;E9PI74;E9PJY0;E9PQ36;E9PS95;K4DIA2;K4DIA8;K4DIB0;K4DIB3;K4DIB4;K4DIB6;K4DIB8;Q9H936,GHC1_HUMAN,SLC25A22,5,Mitochondrial glutamate carrier 1,174415,140211,177419,,,,53989.8,,,,,
P21127;P21127-10;P21127-12;P21127-2;P21127-3;P21127-4;P21127-5;P21127-6;P21127-8;P21127-9;Q9UQ88;Q9UQ88-10;Q9UQ88-2;Q9UQ88-3;Q9UQ88-4,A0A0D9SEI3;A0A0D9SEN2;A0A0D9SER5;P21127-10;P21127-12;P21127-2;P21127-3;P21127-4;P21127-5;P21127-6;P21127-8;P21127-9;Q5QPR3;Q5QPR4;Q9UQ88-10;Q9UQ88-2;Q9UQ88-3;Q9UQ88-4;Q9UQ88-9;P21127;Q9UQ88,CD11A-10_HUMAN;CD11A-2_HUMAN;CD11A-3_HUMAN;CD11A-4_HUMAN;CD11A_HUMAN;CD11B-10_HUMAN;CD11B-12_HUMAN;CD11B-2_HUMAN;CD11B-3_HUMAN;CD11B-4_HUMAN;CD11B-5_HUMAN;CD11B-6_HUMAN;CD11B-8_HUMAN;CD11B-9_HUMAN;CD11B_HUMAN,CDK11A;CDK11B,3,Cyclin-dependent kinase 11B,88865.7,78222.1,95135.3,62550.8,,,108295,,,,,105636
P02675,D6REL8;P02675,FIBB_HUMAN,FGB,1,Fibrinogen beta chain,,,102212,,,,432829,,,,,
O75165,A0A3B3IRM0;O75165,DJC13_HUMAN,DNAJC13,8,DnaJ homolog subfamily C member 13,121275,160899,155307,,,,97384.8,,,,,
P14314;P14314-2,A0A0C4DGP4;K7ELL7;P14314-2;P14314,GLU2B-2_HUMAN;GLU2B_HUMAN,PRKCSH,2,Glucosidase 2 subunit beta,116380,170267,144499,,,,100064,,,,,
P35269,M0QXD6;P35269,T2FA_HUMAN,GTF2F1,3,General transcription factor IIF subunit 1,49487.5,22126,65068.6,,,,89885.4,61817,44709.9,,196274,
Q9UKL3,A0A087WTW5;Q9UKL3,C8AP2_HUMAN,CASP8AP2,2,CASP8-associated protein 2,102876,110211,112668,,47478.6,,79638.5,,,,,76063.1
O95218;O95218-2,O95218-2;O95218,ZRAB2-2_HUMAN;ZRAB2_HUMAN,ZRANB2,2,Zinc finger Ran-binding domain-containing protein 2,102670,85696.1,94482,,,,55974.6,112026,71886,,,
P33991,A0A3B3IS57;A0A3B3IT92;A0A3B3ITP6;A0A3B3IU45;E5RG31;P33991,MCM4_HUMAN,MCM4,2,DNA replication licensing factor MCM4,127116,103464,122605,,,,77284.9,36106.1,,,,55522.8
Q16718;Q16718-2,A0A087X1G1;C9IZN5;F8WAS3;H7BYD0;Q16718-2;Q16718,NDUA5-2_HUMAN;NDUA5_HUMAN,NDUFA5,2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,131119,99570.5,156243,,,,87663.5,,45942,,,
P24752,E9PKF3;H0YEL7;P24752-2;P24752,THIL_HUMAN,ACAT1,6,"Acetyl-CoA acetyltransferase, mitochondrial",141049,140025,184430,,,,50119.4,,,,,
Q969X6;Q969X6-3,A0A0J9YWK2;A0A0J9YWM9;A0A0J9YXV4;H3BSH7;Q969X6-2;Q969X6-3;Q969X6,UTP4-3_HUMAN;UTP4_HUMAN,UTP4,3,U3 small nucleolar RNA-associated protein 4 homolog,120573,135298,138744,64888.6,,,,,55515.5,,,
P24863;P24863-2,E5RFK5;E5RFX8;G5E954;H0YBQ5;P24863-2;P24863,CCNC-2_HUMAN;CCNC_HUMAN,CCNC,1,Cyclin-C,,,,,,,,,,,,513211
Q9UG63;Q9UG63-2,Q9UG63-2;Q9UG63,ABCF2-2_HUMAN;ABCF2_HUMAN,ABCF2,2,ATP-binding cassette sub-family F member 2,116103,112966,105932,,,,76333.2,51611,,,44429.6,
P11166,P11166,GTR1_HUMAN,SLC2A1,1,"Solute carrier family 2, facilitated glucose transporter member 1",164446,126851,142316,73733.5,,,,,,,,
Q96G21,B8ZZ47;E7ENR5;H0Y714;Q96G21,IMP4_HUMAN,IMP4,2,U3 small nucleolar ribonucleoprotein protein IMP4,118825,107113,114789,,,,89094.1,,77119.4,,,
Q9BWD1;Q9BWD1-2,Q9BWD1-2;Q9BWD1,THIC-2_HUMAN;THIC_HUMAN,ACAT2,2,"Acetyl-CoA acetyltransferase, cytosolic",112211,68062.1,93578.5,,,,99935.9,64444.2,,,,67777.1
Q9BXS6;Q9BXS6-2;Q9BXS6-3;Q9BXS6-4;Q9BXS6-5;Q9BXS6-6,Q9BXS6-2;Q9BXS6-3;Q9BXS6-4;Q9BXS6-5;Q9BXS6-6;Q9BXS6,NUSAP-2_HUMAN;NUSAP-3_HUMAN;NUSAP-4_HUMAN;NUSAP-5_HUMAN;NUSAP-6_HUMAN;NUSAP_HUMAN,NUSAP1,2,Nucleolar and spindle-associated protein 1,118753,124709,118060,,,,91679.7,51578.6,,,,
O94808,O94808,GFPT2_HUMAN,GFPT2,5,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2,81400,77122.2,85655.5,,,,76071.9,,110971,,,73301.2
Q7Z406;Q7Z406-2;Q7Z406-6,A1L2Z2;Q7Z406-2;Q7Z406-4;Q7Z406-6;Q7Z406,MYH14-2_HUMAN;MYH14-6_HUMAN;MYH14_HUMAN,MYH14,7,Myosin-14,65732.9,,46958.3,,,,,,,,118825,272952
Q9GZN7,K7EJ96;K7EPN1;K7EPS3;Q9GZN7,ROGDI_HUMAN,ROGDI,2,Protein rogdi homolog,90204,,93830.4,,118942,,73621.8,,,,126921,
Q8N766;Q8N766-2;Q8N766-3;Q8N766-4,Q5TG59;Q8N766-2;Q8N766-3;Q8N766-4;Q8N766,EMC1-2_HUMAN;EMC1-3_HUMAN;EMC1-4_HUMAN;EMC1_HUMAN,EMC1,3,ER membrane protein complex subunit 1,77028.2,56279.5,80388.2,,72418.5,,86964.2,42337.8,,,55948.4,31696.5
Q9NZM5,M0QX73;Q9NZM5,NOP53_HUMAN,NOP53,3,Ribosome biogenesis protein NOP53,78130.7,96698.7,83934.6,59414.5,,,51842.7,36900.8,94703.3,,,
Q8TEM1,Q8TEM1,PO210_HUMAN,NUP210,9,Nuclear pore membrane glycoprotein 210,84681.3,90599.5,95255.2,,,,100642,127743,,,,
P15309;P15309-2,E9PFE6;P15309-2;P15309-3;P15309,PPAP-2_HUMAN;PPAP_HUMAN,ACPP,2,Prostatic acid phosphatase,64251.9,,19829.1,110474,,,,,,,188691,115110
Q14145,K7EJ49;K7EJD8;K7ESE0;Q14145,KEAP1_HUMAN,KEAP1,2,Kelch-like ECH-associated protein 1,69625.3,58794.1,91741.3,,,,96551.4,103157,,,,78139.4
P50995;P50995-2,H0Y6E1;P50995-2;P50995,ANX11-2_HUMAN;ANX11_HUMAN,ANXA11,2,Annexin A11,49165.6,36919.7,,132201,,,,,,,171480,107893
Q16643;Q16643-2;Q16643-3,D6R9Q9;Q16643-2;Q16643-3;Q16643,DREB-2_HUMAN;DREB-3_HUMAN;DREB_HUMAN,DBN1,2,Drebrin,81757.5,89749.8,76115.8,,,,54046.3,121050,,,,68579.7
Q9UJQ4;Q9UJQ4-2,Q9UJQ4-2;Q9UJQ4,SALL4-2_HUMAN;SALL4_HUMAN,SALL4,1,Sal-like protein 4,115036,106521,116301,,,,89048.7,62535.4,,,,
P53350,P53350,PLK1_HUMAN,PLK1,4,Serine/threonine-protein kinase PLK1,113543,103194,107196,87375.5,,,76606.1,,,,,
Q02880;Q02880-2,E9PCY5;Q02880-2;Q02880,TOP2B-2_HUMAN;TOP2B_HUMAN,TOP2B,4,DNA topoisomerase 2-beta,76129.3,75213,70481.1,,,,148251,82267.9,,,,34056.3
P42574,A8MVM1;C9JXR7;P42574,CASP3_HUMAN,CASP3,2,Caspase-3,16784.4,80992.8,19523.3,,,,,203339,164894,,,
Q9Y5M8,H7C4H2;Q9Y5M8,SRPRB_HUMAN,SRPRB,4,Signal recognition particle receptor subunit beta,138152,93599.3,123896,,,,127635,,,,,
Q08380,Q08380,LG3BP_HUMAN,LGALS3BP,2,Galectin-3-binding protein,39207.3,27102.9,37556.6,,200226,,,,178937,,,
Q9Y5B9,Q9Y5B9,SP16H_HUMAN,SUPT16H,6,FACT complex subunit SPT16,71971,50237.7,62481.3,,,,81842.9,85443.1,,74437.5,,51962.3
Q3SYF9,Q3SYF9,KR197_HUMAN,KRTAP19-7,1,Keratin-associated protein 19-7,10677.8,,467316,,,,,,,,,
Q96AY3,K7ESG6;Q96AY3,FKB10_HUMAN,FKBP10,2,Peptidyl-prolyl cis-trans isomerase FKBP10,71022.4,88339.7,115848,,,,,75589,124050,,,
Q8TDD1;Q8TDD1-2,Q8TDD1-2;Q8TDD1,DDX54-2_HUMAN;DDX54_HUMAN,DDX54,4,ATP-dependent RNA helicase DDX54,115353,125023,121513,,,,112526,,,,,
O60216,E5RFV8;E5RIN7;O60216,RAD21_HUMAN,RAD21,4,Double-strand-break repair protein rad21 homolog,84392,70770.9,80601,183507,,,53466.3,,,,,
Q9Y305;Q9Y305-2;Q9Y305-3;Q9Y305-4,C9J7L8;H7C5Q2;Q9Y305-2;Q9Y305-3;Q9Y305-4;Q9Y305,ACOT9-2_HUMAN;ACOT9-3_HUMAN;ACOT9-4_HUMAN;ACOT9_HUMAN,ACOT9,4,"Acyl-coenzyme A thioesterase 9, mitochondrial",126118,84026.2,124326,,,,64827.6,69437.8,,,,
Q9UKX7;Q9UKX7-2,B0QY21;Q9UKX7-2;Q9UKX7,NUP50-2_HUMAN;NUP50_HUMAN,NUP50,1,Nuclear pore complex protein Nup50,111982,60773.7,131148,,,,62300.7,,,,,101101
Q7L014,A0A0C4DG89;Q7L014,DDX46_HUMAN,DDX46,7,Probable ATP-dependent RNA helicase DDX46,94917,74643.3,96486.1,,,,50900,64094.6,,,,86134.2
P56181,P56181,NDUV3_HUMAN,NDUFV3,1,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",211250,112902,143018,,,,,,,,,
Q96HA1,Q96HA1,P121A_HUMAN,POM121,4,Nuclear envelope pore membrane protein POM 121,88505.1,88890.8,94563.7,,,,59725.7,,,,134896,
P28065;P28065-2,A0A0G2JJA7;A0A0G2JJQ0;A2ACR0;A2ACR1;P28065-2;P28065,PSB9-2_HUMAN;PSB9_HUMAN,PSMB9,1,Proteasome subunit beta type-9,,142669,130879,,,,,98029.9,94514,,,
Q92878;Q92878-2,A0A494BZX5;A0A494C0Y7;A0A494C122;A0A494C1B7;E7EN38;E7ESD9;Q92878-2;Q92878-3;A0A1W2PQ90;Q92878,RAD50-2_HUMAN;RAD50_HUMAN,RAD50,7,DNA repair protein RAD50,79822.5,67760.5,94981.4,,,,49176.4,,,,58165.8,114678
P09001,E7ETU7;E9PF06;H0Y9G6;P09001,RM03_HUMAN,MRPL3,4,"39S ribosomal protein L3, mitochondrial",131231,112504,119137,,,,51588.4,49462.3,,,,
Q9NNX1;Q9NNX1-2;Q9NNX1-3,A6PVU8;Q9NNX1-2;Q9NNX1-3;Q9NNX1,TUFT1-2_HUMAN;TUFT1-3_HUMAN;TUFT1_HUMAN,TUFT1,2,Tuftelin,55995.8,,,130930,,,,,,139933,136669,
Q9NSB4,Q9NSB4,KRT82_HUMAN,KRT82,1,"Keratin, type II cuticular Hb2",52425.9,,,137572,,,,82502.9,,,,190320
Q9BZE1,S4R369;Q9BZE1,RM37_HUMAN,MRPL37,2,"39S ribosomal protein L37, mitochondrial",85868.3,119005,88617,,56839.5,,57828.5,53358.6,,,,
P60510,H3BTA2;H3BV22;I3L4X0;P60510,PP4C_HUMAN,PPP4C,2,Serine/threonine-protein phosphatase 4 catalytic subunit,114898,75640.2,99984,,,,84082.4,86230.6,,,,
P46977,P46977-2;P46977,STT3A_HUMAN,STT3A,3,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,114801,106257,128907,,57750.8,,52809.2,,,,,
P01889;P03989;P04222;P10319;P18463;P18464;P18465;P30460;P30462;P30464;P30466;P30475;P30480;P30484;P30490;P30491;P30492;P30493;P30495;P30498;P30501;P30504;P30508;P30510;P30685;Q07000;Q29718;Q29836;Q29865;Q29940;Q29960;Q29960-2;Q29963;Q95365,A0A0G2JH50;A0A0G2JH66;A0A0G2JI36;A0A0G2JIF0;A0A0G2JIF2;A0A0G2JL56;A0A0G2JNX1;A0A0G2JPA3;A0A0G2JPQ3;A0A140T8X0;A0A140T912;A0A140T930;A0A140T937;A0A140T939;A0A140T951;A0A140T962;A0A140T9A9;A0A140T9B3;A0A140T9B7;A0A140T9C2;A0A140T9D9;A0A140T9G0;A0A140T9H3;A0A140T9J9;A0A140T9M0;A0A140T9S9;A0A140T9U0;A0A140T9V0;A0A140T9W2;A0A140T9W3;A0A140T9W7;A0A140T9X6;A0A1W2PNZ7;A0A1W2PP77;A0A1W2PPR8;A0A1W2PQD0;A0A1W2PR11;A0A1W2PRX1;A0A1W2PRZ0;A0A1W2PS24;A0A1W2PS56;A0A1W2PSE7;A2BF26;D0EV57;P01889;P03989;P04222;P04439;P05534;P10319;P13746;P13746-2;P16188;P17693-2;P17693-5;P17693-6;P18463;P18464;P18465;P30443;P30447;P30455;P30460;P30461;P30462;P30464;P30466;P30475;P30479;P30480;P30481;P30483;P30484;P30485;P30487;P30488;P30490;P30491;P30492;P30493;P30495;P30498;P30501;P30504;P30505;P30508;P30510;P30685;Q04826;Q07000;Q29718;Q29836;Q29865;Q29940;Q29960;Q29960-2;Q29963;Q31611;Q5RJ85;Q5SRN5;Q5SRN7;Q8MH48;Q95365;Q9TNN7;P01893;P13747;P17693,1B07_HUMAN;1B08_HUMAN;1B14_HUMAN;1B15_HUMAN;1B18_HUMAN;1B27_HUMAN;1B35_HUMAN;1B37_HUMAN;1B38_HUMAN;1B39_HUMAN;1B42_HUMAN;1B46_HUMAN;1B51_HUMAN;1B52_HUMAN;1B53_HUMAN;1B54_HUMAN;1B55_HUMAN;1B56_HUMAN;1B57_HUMAN;1B58_HUMAN;1B59_HUMAN;1B67_HUMAN;1B78_HUMAN;1B82_HUMAN;1C02_HUMAN;1C03_HUMAN;1C04_HUMAN;1C06_HUMAN;1C12_HUMAN;1C14_HUMAN;1C15_HUMAN;1C16-2_HUMAN;1C16_HUMAN;1C18_HUMAN,HLA-B;HLA-C,2,"Isoform of Q31612, HLA class I histocompatibility antigen, B-7 alpha chain",102314,114271,107796,,,,67858.1,,68022,,,
Q86X29;Q86X29-4;Q86X29-5;Q86X29-6,Q86X29-3;Q86X29-4;Q86X29-5;Q86X29-6;S4R3V8;Q86X29,LSR-4_HUMAN;LSR-5_HUMAN;LSR-6_HUMAN;LSR_HUMAN,LSR,3,Lipolysis-stimulated lipoprotein receptor,105064,82280.8,85029.2,,72575.6,,,,,,115194,
P84085,C9J1Z8;P84085,ARF5_HUMAN,ARF5,2,ADP-ribosylation factor 5,91100.6,40299.8,83574.5,,,,60437.4,75423.7,,,,107646
Q9NY93;Q9NY93-2,F8WDT8;G3V0G3;H7C3E9;Q9NY93-2;Q9NY93,DDX56-2_HUMAN;DDX56_HUMAN,DDX56,2,Probable ATP-dependent RNA helicase DDX56,82025.8,90860.6,75305.3,,,,71404.1,60466.8,77241.6,,,
Q6NXG1;Q6NXG1-2;Q6NXG1-3;Q6NXG1-4;Q6NXG1-5,A0A2U3TZN9;H0YBB3;H0YBR2;Q6NXG1-2;Q6NXG1-3;Q6NXG1-4;Q6NXG1-5;Q9H6T0-2;Q6NXG1;Q9H6T0,ESRP1-2_HUMAN;ESRP1-3_HUMAN;ESRP1-4_HUMAN;ESRP1-5_HUMAN;ESRP1_HUMAN,ESRP1,6,Epithelial splicing regulatory protein 1,83831.1,83110.7,89925.1,,,,48441,,,,68105.6,82962.2
Q12907,D6RBH1;D6RBV2;D6RIU4;Q12907,LMAN2_HUMAN,LMAN2,3,Vesicular integral-membrane protein VIP36,76078.7,,71912,,,,36299.9,,,,177401,90492.6
Q86YT6,Q86YT6,MIB1_HUMAN,MIB1,3,E3 ubiquitin-protein ligase MIB1,156826,111670,137440,,,,,45528.7,,,,
Q08945,E9PMD4;Q08945,SSRP1_HUMAN,SSRP1,2,FACT complex subunit SSRP1,71845.2,81448.9,94731.4,44868.4,,,53798.2,61755.5,,,,41956.5
Q13825;Q13825-2,Q13825-2;Q13825,AUHM-2_HUMAN;AUHM_HUMAN,AUH,2,"Methylglutaconyl-CoA hydratase, mitochondrial",105706,79818.9,111988,,,,85485.8,65237.8,,,,
P78332,E9PGM9;P78332-2;P78332,RBM6_HUMAN,RBM6,4,RNA-binding protein 6,46847.7,46884.9,73742.5,,74975.3,,36808.6,52039.4,65551.9,49755.2,,
Q9H1D9,Q9H1D9,RPC6_HUMAN,POLR3F,2,DNA-directed RNA polymerase III subunit RPC6,25712.9,91405,34172.1,,,,136663,,,,,158287
Q9NVV4;Q9NVV4-2,Q9NVV4-2;Q9NVV4,PAPD1-2_HUMAN;PAPD1_HUMAN,MTPAP,4,"Poly(A) RNA polymerase, mitochondrial",137110,98738.2,151976,,,,56999.2,,,,,
P48431,P48431,SOX2_HUMAN,SOX2,1,Transcription factor SOX-2,68331.1,42395.6,63979.7,,,,52122.9,,,61486.1,153743,
Q13901,J3KPZ4;Q13901,C1D_HUMAN,C1D,1,Nuclear nucleic acid-binding protein C1D,307786,,73317.4,,,,,,,,,60217.6
Q96G03;Q96G03-2,Q96G03-2;Q96G03,PGM2-2_HUMAN;PGM2_HUMAN,PGM2,1,Phosphoglucomutase-2,,,52746.4,156230,,,,,,,172169,58531.9
Q68DQ2,Q68DQ2,CRBG3_HUMAN,CRYBG3,7,Very large A-kinase anchor protein,82114.3,44105,72523,,,,76532.4,,33083.7,44755.5,84576.8,
Q15057,A0A087X1H5;H7C3K3;Q15057,ACAP2_HUMAN,ACAP2,5,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",107022,80996.2,111281,,,,70509.6,65791.4,,,,
Q9H9J4;Q9H9J4-2,C9JPC9;Q9H9J4-2;Q9H9J4,UBP42-2_HUMAN;UBP42_HUMAN,USP42,5,Ubiquitin carboxyl-terminal hydrolase 42,107784,115661,105316,,,,106784,,,,,
P33316;P33316-2,A0A0C4DGL3;H0YKC5;H0YKI0;H0YMM5;H0YMP1;H0YNJ9;H0YNW5;P33316-2;P33316,DUT-2_HUMAN;DUT_HUMAN,DUT,2,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",70484.7,92559.4,76698.1,,,,61887.9,83198.8,,,,49392.7
Q5UIP0;Q5UIP0-2,Q5UIP0-2;Q5UIP0,RIF1-2_HUMAN;RIF1_HUMAN,RIF1,13,Telomere-associated protein RIF1,84794.5,75290,94461.1,83732.2,,,55042.3,,38924.7,,,
Q02218;Q02218-2,A0A0D9SFS3;E9PCR7;E9PDF2;E9PFG7;Q02218-2;Q02218,ODO1-2_HUMAN;ODO1_HUMAN,OGDH,5,"2-oxoglutarate dehydrogenase, mitochondrial",123015,81610.5,84199.2,,,,103543,,38994.9,,,
O15541,O15541,R113A_HUMAN,RNF113A,3,E3 ubiquitin-protein ligase RNF113A,83293.9,44922,85102.4,,,,54828.1,75056.5,,,,86446.8
Q9NQ29;Q9NQ29-2,A0A0A6YYJ8;A8MYV2;B8ZZ10;Q96HJ9-2;Q9NQ29-2;Q9NQ29-3;Q9Y383-2;Q9Y383-3;Q9NQ29;Q9Y383,LUC7L-2_HUMAN;LUC7L_HUMAN,LUC7L,3,Putative RNA-binding protein Luc7-like 1,80911.9,76398,93094.4,,,,104460,74337.9,,,,
